단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
내밀다/무소뿔/내세우다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3019,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222323/IMG000214399_700X466.jpg,손바닥이 밖으로 향하게 펴서 세운 두 손을 동시에 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627549/MOV000244252_700X466.mp4
시치미를 떼다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11302,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210104/794433/IMG000358072_700X466.jpg,오른손의 손가락을 약간 구부려 등이 위로 끝이 입술로 향하게 하여 바람이 날리듯이 번갈아 가볍게 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732528/MOV000246434_700X466.mp4
감히,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11206,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201130/780244/IMG000356780_700X466.jpg,"오른손을 ‘ㄷ’자 모양으로 구부려 5지 등을 왼쪽 볼에 한 번, 오른쪽 볼에 한 번 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732518/MOV000240163_700X466.mp4
대들다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11164,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151126/216778/IMG000207993_700X466.jpg,5지와 나머지 손가락 사이를 벌려 끝이 옆으로 손등이 밖으로 향하게 하여 오른손이 밖에 놓이게 두 손을 전후로 맞대고 얼굴 앞으로 당긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735727/MOV000239963_700X466.mp4
귀감/모범/본받다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11097,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211367/IMG000201661_700X466.jpg,"손끝이 왼쪽으로 손등이 위로 향하게 편 오른손을, 이마 앞에서 이마로 옮겨 1지 옆면이 닿게 이마에 대며 5지와 나머지 손가락을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735403/MOV000235683_700X466.mp4
떠나갔다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11051,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217269/IMG000208564_700X466.jpg,손바닥이 위로 향한 왼 손바닥에 손끝이 왼쪽으로 향하게 편 오른손의 5지 등을 댔다가 밖으로 내밀며 손끝을 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735723/MOV000240355_700X466.mp4
데려가다/안내/인도/인솔/데리다/이끌다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11012,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231110/IMG000225042_700X466.jpg,손등이 밖으로 향하게 모로 세운 왼손의 손가락을 오른손으로 잡아 밖으로 당긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631866/MOV000252032_700X466.mp4
목격,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230912/IMG000224758_700X466.jpg,손바닥이 얼굴로 향하게 편 오른손을 오른쪽 눈앞에서 밖으로 내밀며 손가락 끝을 모은다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735046/MOV000251800_700X466.mp4
부드럽다/스펀지/말랑하다/무르다/물렁하다/보드랍다/유연하다/물렁물렁/말랑거리다/말랑대다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10635,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233332/IMG000227874_700X466.jpg,5지와 1·2·3·4지 사이를 약간 벌린 두 손의 손가락을 서로 마주 보게 하여 부드럽게 두 번 굽혔다 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630908/MOV000254320_700X466.mp4
행복/복,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10223,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213423/IMG000204081_700X466.jpg,오른손의 1·2·3·4지 바닥을 왼쪽 볼에 5지 바닥을 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630748/MOV000237400_700X466.mp4
뻐기다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10127,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223783/IMG000216162_700X466.jpg,"양 어깨에 힘을 주고 엇갈리게 앞뒤로 흔든 다음, 오른손을 약간 구부려 코에 댔다가 밖으로 올리며 손가락 끝을 모아 붙인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005812/MOV000359847_700X466.mp4
젖다/적시다/물들다/스미다/스며들다/묻다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=309,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211196/IMG000201488_700X466.jpg,"왼 주먹을 모로 세우고, 그 밑에 1지를 펴서 끝이 밖으로 약간 기울게 내린 오른 주먹을 대고 전후로 두 번 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735237/MOV000235561_700X466.mp4
빈틈없다/완벽,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9786,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214415/IMG000205311_700X466.jpg,"오른손의 1∙2∙5 지로 코를 잡고 볼에 바람이 차게 한 다음, 두 손을 손바닥이 위로 향하게 손가락을 벌려 중앙으로 모으며 왼손에 오른손을 넣어 두 손을 꽉 잡는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733643/MOV000260259_700X466.mp4
젖/유방/우유,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237466/IMG000233228_700X466.jpg,오른손을 펴서 왼쪽 가슴에 대고 두 번 구부렸다 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630162/MOV000258646_700X466.mp4
축복,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9677,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237982/IMG000233894_700X466.jpg,"오른손으로 턱을 쓸어내리며 손끝을 맞댄 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284048/MOV000280147_700X466.mp4
과제/숙제,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9396,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228356/IMG000221463_700X466.jpg,손바닥이 위로 향하게 편 왼 손바닥에 오른손의 5지 끝을 대고 왼 손목 쪽으로 당기면서 손가락을 모은다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630113/MOV000249150_700X466.mp4
고프다/시장/굶다/배고프다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221483/IMG000213447_700X466.jpg,"두 손의 1·5지 끝을 맞대어 동그라미를 만들어 전후로 엇갈리게 움직인 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785136/MOV000356988_700X466.mp4
손수건,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9237,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233909/IMG000228652_700X466.jpg,"오른 손끝으로 코를 잡았다 떼며 손끝을 맞댄 다음, 손등이 위로 손끝이 밖으로 향하게 편 왼손의 손가락 사이를 오른손의 손가락으로 두 번 스쳐 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732460/MOV000302176_700X466.mp4
성직,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8946,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233112/IMG000227606_700X466.jpg,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코 밑까지 서서히 올리며 손끝을 모은 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 붙였다 벌리는 동작을 두 번 반복한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041859/MOV000360910_700X466.mp4
수렴,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8845,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224645/IMG000217150_700X466.jpg,"손끝은 밖으로 손등은 위로 향하게 반쯤 구부린 오른손은 오른쪽 귀로 당기면서 손끝을 맞대고, 같은 모양의 왼손은 왼쪽 귀로 당기면서 손을 맞대는 동작을 번갈아 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735680/MOV000246162_700X466.mp4
복지 카드,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8533,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225347/IMG000217932_700X466.jpg,"오른손의 1‧2‧3‧4지 바닥은 왼쪽 볼에 5지 바닥은 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 오른 손가락을 모아 붙여 끝이 왼쪽으로 향하게 하여 배에 대고 1‧2‧3‧4지를 동시에 떼고, 오른 주먹의 1‧5지를 펴서 약간 구부려 끝이 밖으로 향하게 하여 아래로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004511/MOV000359660_700X466.mp4
방송국,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8387,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210210/811189/IMG000358440_700X466.jpg,"손등이 위로 향하게 편 왼 손등에 오른손의 5지 등을 대고 1·2·3·4지를 흔든 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733353/MOV000254572_700X466.mp4
복권,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233018/IMG000227499_700X466.jpg,"오른손의 1·2·3·4지 바닥은 왼쪽 볼에 5지 바닥은 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 왼손의 5지와 나머지 손가락 사이에 오른 손가락을 넣어 회전시키고 위로 올리며 손끝을 모아 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733346/MOV000254022_700X466.mp4
위,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8271,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234556/IMG000229496_700X466.jpg,두 손을 구부려 가슴 앞에서 상하로 마주 보게 하여 두 번 폈다 구부린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732405/MOV000255624_700X466.mp4
양보,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8187,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236037/IMG000231392_700X466.jpg,"두 손을 약간 구부려 배 중앙에 댔다가 양옆으로 돌린 다음, 두 손을 펴서 손바닥이 위로 향하게 하여 가슴 앞에서 밖으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733334/MOV000257173_700X466.mp4
봉투,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7881,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233275/IMG000227709_700X466.jpg,"오른손을 펴서 손끝이 왼쪽으로 향하게 하여 1·5지 사이가 입 앞에 오게 하고, 1·5지 사이에 바람을 불어넣는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628494/MOV000254190_700X466.mp4
복지/복리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5062,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225344/IMG000217928_700X466.jpg,"오른손의 1‧2‧3‧4지 바닥은 왼쪽 볼에 5지 바닥은 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 오른 손가락을 모아 붙여 끝이 왼쪽으로 향하게 하여 배에 대고 1‧2‧3‧4지를 동시에 떼고, 두 손을 펴서 손끝이 밖으로 향하게 하여 손바닥이 마주 보게 세웠다가 위로 올려 옆으로 돌려 5지 옆면을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003309/MOV000359607_700X466.mp4
미끄러지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7575,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230159/IMG000223807_700X466.jpg,"오른 손끝을 코 오른쪽에 댔다가 떼면서 5지로 나머지 손가락을 4지부터 차례로 비빈 다음, 왼 손바닥에 오른 주먹의 1·2지를 펴서 끝을 대고 세웠다가 손목을 돌려 손등을 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042310/MOV000360959_700X466.mp4
(쌀이)떨어지다/(쌀이)바닥나다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7377,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230470/IMG000224204_700X466.jpg,손바닥이 위로 향하게 편 왼 손바닥에 오른손의 5지와 1·2·3·4지를 접으며 5지 등쪽이 닿게 내려 놓는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734941/MOV000251341_700X466.mp4
철면피/후안/파렴치/몰염치,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7271,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808800/IMG000358278_700X466.jpg,오른손의 5지와 1·2·3·4지 사이를 약간 벌려 이마 앞에서 아래쪽으로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739689/MOV000354384_700X466.mp4
이스라엘,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23904,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235666/IMG000230931_700X466.jpg,오른 손을 약간 구부려 세워 바닥을 코에 두 번 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221017/1041461/MOV000360793_700X466.mp4
신의주,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7166,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236151/IMG000231533_700X466.jpg,오른 손가락을 반쯤 구부려 끝이 밖으로 향하게 하여 손목을 좌우로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039911/MOV000360458_700X466.mp4
코를 풀다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7044,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236848/IMG000232459_700X466.jpg,오른손의 1·2·3·4지와 5지 사이를 약간 벌려 끝을 코 가까이에 댔다가 약간 밖으로 내리며 손가락을 모은다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624858/MOV000258040_700X466.mp4
매미,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6690,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210208/810628/IMG000358386_700X466.jpg,오른손을 구부려 오른쪽 귀 둘레에 대었다가 앞으로 두 번 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732312/MOV000250542_700X466.mp4
비디오,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6613,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232250/IMG000226503_700X466.jpg,손등이 위로 손끝이 오른쪽으로 향하게 편 왼손의 1·5지 사이로 손등이 위로 손끝이 밖으로 향하게 편 오른손을 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627510/MOV000253213_700X466.mp4
데려오다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6495,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231111/IMG000225044_700X466.jpg,손가락이 안으로 향하게 펴서 모로 세운 왼손의 손가락을 오른손으로 잡아 안으로 당긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042471/MOV000360991_700X466.mp4
무식/무지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6457,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231582/IMG000225644_700X466.jpg,오른 손의 5지 등을 머리 오른쪽에 대면서 1·2·3·4지를 5지 바닥에 모아 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040374/MOV000360772_700X466.mp4
갈망,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6410,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201130/780242/IMG000356778_700X466.jpg,구부린 오른손의 5지 끝 등을 머리 오른쪽에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732294/MOV000250345_700X466.mp4
꺼지다/소등,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6372,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229552/IMG000222955_700X466.jpg,손등이 위로 향하게 펴서 약간 구부린 두 손을 위로 올리며 손끝을 모아 붙인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733582/MOV000250315_700X466.mp4
물들다/젖다/적시다/스미다/스며들다/묻다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=309,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211196/IMG000201488_700X466.jpg,"왼 주먹을 모로 세우고, 그 밑에 1지를 펴서 끝이 밖으로 약간 기울게 내린 오른 주먹을 대고 전후로 두 번 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735237/MOV000235561_700X466.mp4
구청,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6317,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229524/IMG000222905_700X466.jpg,오른손을 펴서 등이 밖으로 향하게 구부려 왼쪽 어깨 앞에서 오른쪽 허리로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734845/MOV000250271_700X466.mp4
불행,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6162,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231982/IMG000226155_700X466.jpg,"오른손의 1·2·3·4지 바닥을 왼쪽 볼에, 5지 바닥은 오른쪽 볼에 댔다가 아래로 내리며 손가락을 모아 붙인 다음, 오른손의 2지 끝을 5지 끝에 대고 턱 밑으로 올리며 튕겨 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785421/MOV000357079_700X466.mp4
리더/지도자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6073,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230862/IMG000224721_700X466.jpg,"손등이 밖으로 향하게 펴서 모로 세운 왼손의 손가락을 오른손으로 잡아 밖으로 당긴 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004770/MOV000359707_700X466.mp4
지리산,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6019,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236940/IMG000232566_700X466.jpg,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코 밑까지 서서히 올리며 손끝을 모은 다음, 오른 주먹의 2지를 펴서 등이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042624/MOV000361008_700X466.mp4
용해/녹다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5893,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224393/IMG000216861_700X466.jpg,두 손을 손바닥이 아래로 손끝이 밖으로 향하게 하였다가 손가락을 서서히 내리며 4·3·2·1지 순으로 손가락을 5지 바닥에 비빈다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735176/MOV000245972_700X466.mp4
말리다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5663,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231560/IMG000225608_700X466.jpg,손끝이 밖으로 손등이 위로 향하게 편 두 손의 손끝을 모으며 손을 위로 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734826/MOV000252504_700X466.mp4
루마니아,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5561,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230857/IMG000224712_700X466.jpg,두 손의 5지 끝을 맞대고 나머지 손끝을 맞대어 세모가 되게 하였다가 양 옆으로 벌리며 5지에 나머지 손끝을 모아 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047295/MOV000361199_700X466.mp4
도맡다/쓰다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9406,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210739/IMG000200920_700X466.jpg,두 주먹의 1지를 펴서 끝이 위로 향하게 세워 양쪽 눈앞에서 구부렸다 폈다 하며 번갈아 오르내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735694/MOV000235151_700X466.mp4
취소권,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5204,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225701/IMG000218385_700X466.jpg,"두 손을 펴서 손바닥이 밖으로 향하게 하여 내밀며 손가락을 모아 쥔 다음, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003411/MOV000359622_700X466.mp4
복지 시설,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5062,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225344/IMG000217928_700X466.jpg,"오른손의 1‧2‧3‧4지 바닥은 왼쪽 볼에 5지 바닥은 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 오른 손가락을 모아 붙여 끝이 왼쪽으로 향하게 하여 배에 대고 1‧2‧3‧4지를 동시에 떼고, 두 손을 펴서 손끝이 밖으로 향하게 하여 손바닥이 마주 보게 세웠다가 위로 올려 옆으로 돌려 5지 옆면을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003309/MOV000359607_700X466.mp4
행운아,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221365/IMG000213309_700X466.jpg,"오른손의 1·2·3·4지 바닥을 왼쪽 볼에 5지 바닥을 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹을 모로 세워 왼쪽으로 두 바퀴 돌리고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003301/MOV000359599_700X466.mp4
곱빼기/배가,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4622,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227648/IMG000220591_700X466.jpg,손가락이 옆으로 향하게 ‘ㄷ’자 모양으로 편 왼손 위로 같은 모양으로 편 오른손을 왼손 밑에서 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003128/MOV000359579_700X466.mp4
취객,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808831/IMG000358301_700X466.jpg,"오른손을 펴서 약간 구부려 등이 밖으로 향하게 하여 이마 앞에 놓이게 하고, 같은 모양의 왼손을 턱 앞에 놓이게 하여 좌우로 서로 어긋나게 움직인 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785165/MOV000357011_700X466.mp4
성배,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3951,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221188/IMG000213092_700X466.jpg,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코밑까지 서서히 올리며 손끝을 모은 다음, 오른손을 둥글게 쥐고 모로 세워 왼 손바닥에 내려놓는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009619/MOV000359953_700X466.mp4
성결,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3909,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221184/IMG000213086_700X466.jpg,"오른 손끝을 약간 구부려 끝이 위로 향하게 하여 코밑까지 서서히 올리며 손끝을 모은 다음, 손끝이 위로 손등이 밖으로 향하게 편 오른손을 얼굴 오른쪽에서 왼쪽으로 이동시킨다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009618/MOV000359952_700X466.mp4
보건소,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3787,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227376/IMG000220251_700X466.jpg,"오른손을 펴서 손등이 밖으로 향하게 구부려 왼쪽 어깨 앞에서 오른쪽 허리로 내린 다음, 오른 주먹의 1‧2지를 펴서 끝 바닥으로, 손등이 밖으로 손끝이 오른쪽으로 향하게 편 왼 손등을 두드리고, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785129/MOV000356984_700X466.mp4
기초 생활 보호 대상자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3725,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226839/IMG000219586_700X466.jpg,"오른손을 펴서 등이 밖으로 향하게 구부려 왼쪽 어깨 앞에서 오른쪽 허리로 내린 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 바닥에 오른손의 1‧5지 끝을 맞대어 5지 등을 두 번 대고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001881/MOV000359458_700X466.mp4
야만인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3418,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222881/IMG000215075_700X466.jpg,"오른손의 5지 등을 머리 오른쪽에 대면서 1·2·3·4지를 5지 바닥에 모아 댄 다음, 두 손의 손끝 등을 마주 댔다가, 손끝이 밖으로 향하게 벌리고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20240118/1261120/MOV000361371_700X466.mp4
